bar_number,bar_number_global,tick_16th,onset_time_uncorrected,phase_uncorrected,phase_per_snippet_remapped,phase_per_snippet,phase_drum(L=8),phase_mel(L=1),phase_pitch(L=8),grid_time_uncorrected,grid_time_per_snippet,grid_time_drum(L=8),grid_time_mel(L=1),grid_time_pitch(L=8)
0,26,0,,,0.0685240359404356,,0.07006429505419713,0.0685240359404356,0.07006429505419713,51.826939,51.88498878004536,51.88208617063492,51.88498878004536,51.88208617063492
0,26,1,51.89659863945578,0.09864446625449794,,0.0685240359404356,,,,51.94739250000001,52.00544228004536,52.00199546750992,52.005442280045365,52.00199546750992
0,26,2,,,,,,,,52.067846,52.12589578004536,52.12190476438492,52.12589578004536,52.12190476438492
0,26,3,,,0.2733433381114681,,0.27581316071368867,0.2733433381114681,0.27581316071368867,52.1882995,52.246349280045365,52.24181406125992,52.24634928004536,52.24181406125992
0,26,4,52.29133786848072,0.30346376842553047,0.32153611509289315,0.2733433381114681,0.32422465851592763,0.32153611509289315,0.32422465851592763,52.308753,52.36680278004536,52.361723358134924,52.36680278004536,52.361723358134924
0,26,5,52.38421768707483,0.3516565454069555,,0.32153611509289315,,,,52.42920650000001,52.48725628004536,52.48163265500992,52.487256280045365,52.48163265500992
0,26,6,,,0.45406625179179916,,0.4573562774720718,0.45406625179179916,0.4573562774720718,52.54966,52.60770978004536,52.60154195188492,52.60770978004536,52.60154195188492
0,26,7,52.63963718820862,0.4841866821058615,,0.45406625179179916,,,,52.6701135,52.728163280045365,52.72145124875992,52.72816328004536,52.72145124875992
0,26,8,52.84861678004536,0.5926204303140623,0.5625,0.5625,0.5662821475271039,0.5625,0.5662821475271039,52.790567,52.84861678004536,52.84136054563492,52.84861678004536,52.84136054563492
0,26,9,,,,,,,,52.91102050000001,52.96907028004536,52.96126984250992,52.969070280045365,52.96126984250992
0,26,10,,,0.7070783309442604,,0.711516640933806,0.7070783309442604,0.711516640933806,53.031474,53.08952378004536,53.08117913938492,53.08952378004536,53.08117913938492
0,26,11,53.12725623582767,0.7371987612583227,,0.7070783309442604,,,,53.1519275,53.209977280045365,53.20108843625992,53.20997728004536,53.20108843625992
0,26,12,,,0.8155120791524538,,0.8204425109888307,0.8155120791524538,0.8204425109888307,53.272381,53.33043078004536,53.320997733134924,53.33043078004536,53.320997733134924
0,26,13,53.3362358276644,0.8456325094665162,,0.8155120791524538,,,,53.392834500000006,53.45088428004536,53.44090703000992,53.450884280045365,53.44090703000992
0,26,14,,,,,,,,53.513288,53.57133778004536,53.56081632688492,53.57133778004536,53.56081632688492
0,26,15,,,,,,,,53.6337415,53.691791280045365,53.68072562375992,53.69179128004536,53.68072562375992
1,27,0,53.80063492063492,0.08689025345892469,0.056402500052288154,0.056402500052288154,0.0625,0.0625,0.0625,53.754195,53.81224478004536,53.80063492063492,53.80063492063492,53.80063492063492
1,27,1,,,,,,,,53.873197250000004,53.93124703004536,53.92054421750992,53.91963717063492,53.92054421750992
1,27,2,,,,,,,,53.992199500000005,54.050249280045364,54.04045351438492,54.03863942063492,54.04045351438492
1,27,3,,,0.2637196038386362,,0.26824886565949524,0.26981710378634804,0.26824886565949524,54.11120175,54.16925153004536,54.16036281125992,54.157641670634916,54.16036281125992
1,27,4,54.19537414965986,0.2942073572452727,0.3246952225993272,0.2637196038386362,0.32876323791228834,0.33079272254703906,0.32876323791228834,54.230204,54.28825378004536,54.28027210813492,54.27664392063492,54.28027210813492
1,27,5,54.31147392290249,0.35518297600596377,,0.3246952225993272,,,,54.34920625,54.40725603004536,54.400181405009924,54.39564617063492,54.400181405009924
1,27,6,,,0.45884158387284674,,0.4618948568684325,0.4649390838205586,0.4618948568684325,54.4682085,54.52625828004536,54.52009070188492,54.51464842063492,54.52009070188492
1,27,7,54.56689342403628,0.4893293372794833,,0.45884158387284674,,,,54.587210750000004,54.64526053004536,54.63999999875992,54.63365067063492,54.63999999875992
1,27,8,,,0.5685976976420913,,0.570820726923461,0.5746951975898033,0.570820726923461,54.706213000000005,54.76426278004536,54.75990929563492,54.75265292063492,54.75990929563492
1,27,9,54.77587301587302,0.5990854510487279,,0.5685976976420913,,,,54.82521525,54.88326503004536,54.87981859250992,54.87165517063492,54.87981859250992
1,27,10,,,0.7027440589156072,,0.7039523458796014,0.708841558863319,0.7039523458796014,54.9442175,55.00226728004536,54.99972788938492,54.99065742063492,54.99972788938492
1,27,11,55.0312925170068,0.7332318123222438,,0.7027440589156072,,,,55.06321975,55.12126953004536,55.11963718625992,55.10965967063492,55.11963718625992
1,27,12,,,0.8246952964369967,,0.8249810903851951,0.8307927963847086,0.8249810903851951,55.182222,55.24027178004536,55.23954648313492,55.22866192063492,55.23954648313492
1,27,13,55.26349206349207,0.8551830498436332,0.8978660389498215,0.8246952964369967,0.8975983370885424,0.9039635388975333,0.8975983370885424,55.301224250000004,55.35927403004536,55.359455780009924,55.34766417063492,55.359455780009924
1,27,14,55.40281179138322,0.928353792356458,,0.8978660389498215,,,,55.4202265,55.47827628004536,55.479365076884925,55.466666420634915,55.479365076884925
1,27,15,,,,,,,,55.53922875,55.59727853004536,55.59927437375992,55.58566867063492,55.59927437375992
2,28,0,,,0.06852430107516733,,0.06703857939636075,,0.06703857939636075,55.658231,55.71628078004536,55.71918367063492,55.640816135487526,55.71918367063492
2,28,1,55.72789115646258,0.09864471576057701,,0.06852430107516733,,0.107680804103997,,55.778684562500004,55.836734342545356,55.83909296750992,55.76126969798753,55.83909296750992
