bar_number,bar_number_global,tick_16th,onset_time_uncorrected,phase_uncorrected,phase_per_snippet_remapped,phase_per_snippet,phase_drum(L=2),phase_mel(L=2),phase_pitch(L=8),grid_time_uncorrected,grid_time_per_snippet,grid_time_drum(L=2),grid_time_mel(L=2),grid_time_pitch(L=8)
0,0,0,,,,,,,,0.766259,0.766259,0.766259,0.766259,0.850431210175737
0,0,1,,,,,,,,0.9694335625,0.9694335625,0.96653109375,0.96653109375,1.051791749238237
0,0,2,,,,,,,,1.172608125,1.172608125,1.1668031875,1.1668031875,1.2531522883007369
0,0,3,,,,,,,,1.3757826875,1.3757826875,1.36707528125,1.36707528125,1.4545128273632368
0,0,4,,,,,,,,1.57895725,1.57895725,1.5673473750000002,1.5673473750000002,1.655873366425737
0,0,5,,,,,,,,1.7821318125,1.7821318125,1.7676194687500002,1.7676194687500002,1.857233905488237
0,0,6,,,,,,,,1.985306375,1.985306375,1.9678915625000002,1.9678915625000002,2.058594444550737
0,0,7,,,,,,,,2.1884809374999996,2.1884809374999996,2.16816365625,2.16816365625,2.2599549836132367
0,0,8,,,,,,,,2.3916554999999997,2.3916554999999997,2.36843575,2.36843575,2.461315522675737
0,0,9,,,,,,,,2.5948300625,2.5948300625,2.5687078437500004,2.5687078437500004,2.662676061738237
0,0,10,,,,,,,,2.798004625,2.798004625,2.7689799375,2.7689799375,2.8640366008007367
0,0,11,,,,,,,,3.0011791875,3.0011791875,2.96925203125,2.96925203125,3.0653971398632365
0,0,12,,,,,,,,3.20435375,3.20435375,3.1695241250000006,3.1695241250000006,3.266757678925737
0,0,13,,,,,,,,3.4075283125,3.4075283125,3.3697962187500003,3.3697962187500003,3.468118217988237
0,0,14,,,,,,,,3.6107028749999994,3.6107028749999994,3.5700683125,3.5700683125,3.6694787570507366
0,0,15,,,,,,,,3.8138774374999995,3.8138774374999995,3.77034040625,3.77034040625,3.8708392961132363
1,1,0,,,,,,,,4.017052,4.017052,3.9706125000000005,3.9706125000000005,4.072199835175737
1,1,1,,,,,,,,4.214421625,4.214421625,4.17088459375,4.17088459375,4.273560374238237
1,1,2,,,,,,,,4.411791249999999,4.411791249999999,4.3711566875,4.3711566875,4.474920913300736
1,1,3,,,,,,,,4.609160875,4.609160875,4.571428781250001,4.571428781250001,4.676281452363237
1,1,4,,,,,,,,4.8065305,4.8065305,4.7717008750000005,4.7717008750000005,4.877641991425737
1,1,5,,,,,,,,5.0039001249999995,5.0039001249999995,4.97197296875,4.97197296875,5.0790025304882365
